Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
8639,NS da Conceição e S Antônio e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Silva, Simão da"
8640,NS do Bonsucesso e S Francisco Xavier,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,347,"Cruz, José Pereira da"
8641,NS da Boa Morte S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,355,"Anjo, José Gonçalves"
8642,NS dos Mártires e S Jerônimo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,316,"Ribeiro, Gaspar"
8643,NS do Monte do Carmo e S Elias,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Neto, Antônio"
8644,NS do Rosario e S Cristo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Ramos, João Pereira"
8645,Jesus Maria José e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,421,"Palha, Diogo Coceiro"
8646,NS do Saúde e S Domingos,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Anjos, Manoel Gonçalves dos"
8647,NS Mãe de Deus S José e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1734,,"Almeida, Manoel Pereira de"
8648,NS Mãe de Deus e Todos os Santos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,270,"Souza, Tomás de"
8649,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,340,"Boavista, Manoel Gonçalves"
8650,NS de Nazaré e S Cristo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Pinto, José de Moraes"
8651,S João Batista e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Costa, José da"
8652,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,,"Gonçalves, João"
8653,NS das Angústias e NS do Livramento,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Gonçalves, Felipe"
8654,NS da Penha da França e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Silva, Simão da Rocha e"
8655,NS das Necessidades S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,286,"Gomes, Alexandre Francisco"
8656,NS do Monte do Carmo e S Teresa,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Cruz, Antônio Francisco da"
8657,S Inácio e S Francisco Xavier,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1734,434,"Silva, Faustino Luís da"
8658,Bom Jesus S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1734,,"Soares, Jerônimo"
8659,NS Mãe de Deus S Antônio e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Antão, Carlos Lopes"
8660,S Pedro e S Paulo,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1734,,"Silva, Manoel da"
8661,S Rita e S Antônio,Rio de Janeiro,Luanda,"Bahia, port unspecified",1738,371,"Porto, João Luís"
8662,Santana e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1738,,"Lisboa, Teotônio Madeira<br/> ______, João Luís"
8663,NS das Necessidades S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,347,"Gomes, Alexandre Francisco"
8664,NS da Penha da França e Almas,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1738,,"Silva, Simão da Rocha e"
8665,NS do Carmo e S João Batista,"Pernambuco, port unspecified",Luanda,"Bahia, port unspecified",1738,,"Costa, Antônio Francisco da<br/> Lopez Cobre, Francisco"
8666,NS da Saúde e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1738,,"Pinto, Antônio Ferreira"
8667,NS da Conceição S Antônio e Almas,Lisbon,Luanda,Rio de Janeiro,1738,,"Cruz, Francisco Xavier da"
8668,NS dos Prazeres S Antônio e Almas,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1738,,"Moreira, Felipe João"
8669,NS da Assunção e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,450,"Chaves, João de Lemos"
8670,NS de Nazaré S Antônio e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1738,,"Silva, Simão da"
8671,Jesus Maria José,"Bahia, port unspecified",Luanda,Rio de Janeiro,1738,,"Palha, Diogo Coceiro"
8672,Santana e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1738,,"Lisboa, Felipe dos Santos"
8673,NS do Carmo e S João Batista,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1738,,"Costa, Antônio Francisco da"
8674,NS do Carmo e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1738,,"Batista, Manoel"
8675,NS do Livramento Santana e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1738,451,"Maringá, João Paulino<br/> Pinto, Manoel"
8676,NS do Carmo e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1738,,"Marques, Domingues"
8677,NS do Livramento S Antônio e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1738,,"Silva, Antônio Antunes da"
8678,NS dos Mártires e S Jerônimo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1739,398,"Paiva, Jerônimo de"
8679,NS do Monte do Carmo e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1738,,"Pinto, Domingos Vieira"
8680,NS do Livramento S Antônio e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Silva, Antônio Antunes da"
8681,NS do Monte e Santiago,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Nunes, José de Queiróz"
8682,NS do Porto de Avel e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1740,,"Pinto, Domingos Vieira"
8683,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,313,"Souza, Tomás de"
8684,NS de Nazaré S Antônio e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1740,,"Gonçalves, Felipe"
8685,NS da Lampadosa S José e Almas,Lisbon,Luanda,Rio de Janeiro,1740,,"Fonseca<br/> Silva Diogo, Felipe de"
8686,S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,431,"Câmara, João da<br/> Souza, João de"
8687,NS dos Prazeres e Santana,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Fincão, Antônio Pereira"
8688,NS da Boa Viagem e Santana,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1740,,"Costa, Antônio Franco da"
8689,Jesus Maria José e Familia Sacra,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,327,"Viana, Matias Ferreira"
8690,NS de Nazaré e S João da Cruz,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1740,,"Henriques, Manoel"
8691,NS da Conceição e Penha da França,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,304,"Muniz, Francisco Álvares"
8692,NS da Conceição e Santana,Lisbon,Luanda,Rio de Janeiro,1740,,"Salgado, Luís Ferreira"
8693,Santana e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Lisboa, Teotônio Madeira"
8694,Bom Jesus de Bouças e NS da Conceição,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1740,,"Figueira, João Alves"
8695,NS da Piedade e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1740,,"Lobo, Bento Fernandes"
8696,Jesus Maria José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1740,420,"Paula, Diogo Carneiro"
8697,NS do Monte do Carmo e S Elias,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Neto, Antônio"
8698,NS da Saúde e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1740,,"Pinto, Antônio Ferreira<br/> Rodrigues Farto, Manoel"
8699,NS do Livramento S Antônio e Almas,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1740,,"Farto, Manoel Rodrigues<br/> Silva, Dionísio da"
8700,Santana e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1740,,"Anjo, Manoel Gonçalves"
8701,NS dos Remédios S Francisco e S Antônio,Lisbon,Luanda,Rio de Janeiro,1740,,"Lisboa, Antônio Moreira<br/> Luis, Simão"
8702,NS das Necessidades S Antônio e Almas,"Bahia, port unspecified",Luanda,Rio de Janeiro,1741,,"Almeida, Luís de<br/> Oliveira, José Paes de"
